vendor_guid,object_type,title,description,friendly_description,display_name,calculation_method,calculation_int,parent_guids,workflow_state,mastery_points,ratings,,,,,,,,,
ENGL_110_SLO_2,outcome,ENGL 110 SLO 2. Planning,Apply time management tools to their daily lives,,ENGL 110 SLO 2. Planning,latest,,ENGL_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_110_SLO_3,outcome,ENGL 110 SLO 3. Critical Thinking,Use appropriate study techniques in their classes,,ENGL 110 SLO 3. Critical Thinking,latest,,ENGL_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_110_SLO_4,outcome,ENGL 110 SLO 4. Metacognition,Recognize their individual learning modalities,,ENGL 110 SLO 4. Metacognition,latest,,ENGL_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_110_SLO_5,outcome,ENGL 110 SLO 5. Critical Writing,Write effectively,,ENGL 110 SLO 5. Critical Writing,latest,,ENGL_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_130_SLO_1,outcome,ENGL 130 SLO 1. Linguistic Awareness,Use vocabulary in context to find meanings of words in reading passages.,,ENGL 130 SLO 1. Linguistic Awareness,latest,,ENGL_130,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_130_SLO_2,outcome,ENGL 130 SLO 2. Critical Reading,"Demonstrate understanding of material written at or above 8.0 grade reading level by responding to questions directed at the literal, interpretive, and critical levels.",,ENGL 130 SLO 2. Critical Reading,latest,,ENGL_130,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_130_SLO_3,outcome,ENGL 130 SLO 3. Summary,Summarize and respond to book-length works in his/her own words.,,ENGL 130 SLO 3. Summary,latest,,ENGL_130,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_135_SLO_1,outcome,ENGL 135 SLO 1. Historical Awareness,"Understand issues raised in the text and in live performance relating to themes, genres, characterization, language, dramatic conventions, and historical and political contexts.",,ENGL 135 SLO 1. Historical Awareness,latest,,ENGL_135,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_135_SLO_2,outcome,ENGL 135 SLO 2. Analysis,Analyze the relationship between the live performance and the printed text.,,ENGL 135 SLO 2. Analysis,latest,,ENGL_135,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_135_SLO_3,outcome,ENGL 135 SLO 3. Evaluation,Evaluate performances of live theater.,,ENGL 135 SLO 3. Evaluation,latest,,ENGL_135,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_150_SLO_1,outcome,ENGL 150 SLO 1. Critical Reading,Apply critical reading strategies necessary for academic discourse communities.,,ENGL 150 SLO 1. Critical Reading,latest,,ENGL_150,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_150_SLO_2,outcome,ENGL 150 SLO 2. Critical Writing,Construct a flexible and resilient writing process suited to complex writing experiences.,,ENGL 150 SLO 2. Critical Writing,latest,,ENGL_150,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_150_SLO_3,outcome,ENGL 150 SLO 3. Critical Reading and Writing,"Utilize a reflective and recursive approach to practicing reading, writing and researching skills to develop authentic voice for writing experiences.",,ENGL 150 SLO 3. Critical Reading and Writing,latest,,ENGL_150,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_400_SLO_1,outcome,ENGL 400 SLO 1. Critical Writing,Compose short in- and out-of-class essays that develop and support a thesis.,,ENGL 400 SLO 1. Critical Writing,latest,,ENGL_400,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_400_SLO_2,outcome,ENGL 400 SLO 2. Proofreading,"Demonstrate grasp of basic grammar, punctuation, spelling, and capitalization by writing complete and grammatical sentences.",,ENGL 400 SLO 2. Proofreading,latest,,ENGL_400,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_400_SLO_3,outcome,ENGL 400 SLO 3. Evaluation,Recognize and evaluate the main and supporting ideas in a variety of texts.,,ENGL 400 SLO 3. Evaluation,latest,,ENGL_400,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_403_SLO_1,outcome,ENGL 403 SLO 1. Goal Planning,"Write goals for improvement in reading, writing, and vocabulary.",,ENGL 403 SLO 1. Goal Planning,latest,,ENGL_403,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_403_SLO_2,outcome,ENGL 403 SLO 2. Record-Keeping,"Apply record-keeping skills while completing a series of basic English lessons in reading, writing, and vocabulary.",,ENGL 403 SLO 2. Record-Keeping,latest,,ENGL_403,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_403_SLO_3,outcome,ENGL 403 SLO 3. Proofreading,"Apply the correct English mechanics, grammar, and writing to academic work.",,ENGL 403 SLO 3. Proofreading,latest,,ENGL_403,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_410_SLO_1,outcome,ENGL 410 SLO 1. Identification,Recognize and identify the basic grammatical structures of Standard Written English.,,ENGL 410 SLO 1. Identification,latest,,ENGL_410,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_410_SLO_2,outcome,ENGL 410 SLO 2. Communication,"Demonstrate knowledge of the function of words, phrases, and clauses within sentences.",,ENGL 410 SLO 2. Communication,latest,,ENGL_410,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_410_SLO_3,outcome,ENGL 410 SLO 3. Writing,"Demonstrate, in writing, improved adherence to the conventions of basic English grammar.",,ENGL 410 SLO 3. Writing,latest,,ENGL_410,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_411_SLO_1,outcome,ENGL 411 SLO 1. Identification,Recognize and identify the pieces of punctuation used in Standard Written English.,,ENGL 411 SLO 1. Identification,latest,,ENGL_411,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_411_SLO_2,outcome,ENGL 411 SLO 2. Proofreading,"Demonstrate knowledge of the punctuation of words, phrases, and clauses within sentences.",,ENGL 411 SLO 2. Proofreading,latest,,ENGL_411,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_411_SLO_3,outcome,ENGL 411 SLO 3. Writing,"Demonstrate, in writing, improved adherence to the basic rules of standard American punctuation.",,ENGL 411 SLO 3. Writing,latest,,ENGL_411,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_412_SLO_1,outcome,ENGL 412 SLO 1. Spelling,Apply the rules of spelling and capitalization used in standard written English.,,ENGL 412 SLO 1. Spelling,latest,,ENGL_412,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_412_SLO_2,outcome,ENGL 412 SLO 2. Phonics,Demonstrate knowledge of the common rules of phonics.,,ENGL 412 SLO 2. Phonics,latest,,ENGL_412,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_412_SLO_3,outcome,ENGL 412 SLO 3. Identification,Distinguish between pairs and sets of commonly confused words.,,ENGL 412 SLO 3. Identification,latest,,ENGL_412,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_412_SLO_4,outcome,ENGL 412 SLO 4. Punctuation,"Punctuate words correctly to show possession, hyphenation, and contraction.",,ENGL 412 SLO 4. Punctuation,latest,,ENGL_412,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_413_SLO_1,outcome,ENGL 413 SLO 1. Vocabulary,Demonstrate understanding of the meaning of the majority of commonly used college-level vocabulary words presented in class.,,ENGL 413 SLO 1. Vocabulary,latest,,ENGL_413,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_413_SLO_2,outcome,ENGL 413 SLO 2. Diction,Use college-level vocabulary words presented in class appropriately in sentences.,,ENGL 413 SLO 2. Diction,latest,,ENGL_413,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_413_SLO_3,outcome,ENGL 413 SLO 3. Reading,Apply interpretative strategies presented in class to decode unfamiliar words.,,ENGL 413 SLO 3. Reading,latest,,ENGL_413,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_415_SLO_1,outcome,ENGL 415 SLO 1. Identification,"Recognize the main idea, stated or implied, in readings and identify the supporting details in those readings and distinguish the difference between main idea and supporting details.",,ENGL 415 SLO 1. Identification,latest,,ENGL_415,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_415_SLO_2,outcome,ENGL 415 SLO 2. Vocabulary,Demonstrate the use of a dictionary for effective vocabulary development and reading comprehension.,,ENGL 415 SLO 2. Vocabulary,latest,,ENGL_415,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_415_SLO_3,outcome,ENGL 415 SLO 3. Reading,Employ reading strategies to self-monitor reading comprehension.,,ENGL 415 SLO 3. Reading,latest,,ENGL_415,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_435_SLO_1,outcome,ENGL 435 SLO 1. Research & Information Literacy,"Select, collect, and organize sources relating to his or her vocational field from the library or other information center.",,ENGL 435 SLO 1. Research & Information Literacy,latest,,ENGL_435,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_435_SLO_2,outcome,ENGL 435 SLO 2. Critical Reading,"Read, summarize, and interpret short pieces of writing related to his or her vocational field.",,ENGL 435 SLO 2. Critical Reading,latest,,ENGL_435,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_435_SLO_3,outcome,ENGL 435 SLO 3. Critical Thinking,Apply problem-solving methodologies to topics in his or her vocational field.,,ENGL 435 SLO 3. Critical Thinking,latest,,ENGL_435,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_435_SLO_4,outcome,ENGL 435 SLO 4. Critical Writing,Prepare written reports in a style appropriate to the profession her or she is training to enter.,,ENGL 435 SLO 4. Critical Writing,latest,,ENGL_435,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_450_SLO_1,outcome,ENGL 450 SLO 1. Planning,Demonstrate a variety of simple study techniques.,,ENGL 450 SLO 1. Planning,latest,,ENGL_450,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_450_SLO_2,outcome,ENGL 450 SLO 2. Proofreading,Compose sentences using proper punctuation and parts of speech.,,ENGL 450 SLO 2. Proofreading,latest,,ENGL_450,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_450_SLO_3,outcome,ENGL 450 SLO 3. Vocabulary,"Use a dictionary for spelling, definitions, and word choice.",,ENGL 450 SLO 3. Vocabulary,latest,,ENGL_450,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_450_SLO_4,outcome,ENGL 450 SLO 4. Evaluation,Recognize the elements of clear writing.,,ENGL 450 SLO 4. Evaluation,latest,,ENGL_450,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_901_SLO_1,outcome,ENGL 901 SLO 1. Critical Reading,Read critically and accurately.,,ENGL 901 SLO 1. Critical Reading,latest,,ENGL_901,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_901_SLO_2,outcome,ENGL 901 SLO 2. Critical Writing,Write unified and well developed short compositions.,,ENGL 901 SLO 2. Critical Writing,latest,,ENGL_901,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_901_SLO_3,outcome,ENGL 901 SLO 3. Research & Information Literacy,Research effectively.,,ENGL 901 SLO 3. Research & Information Literacy,latest,,ENGL_901,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_901_SLO_4,outcome,ENGL 901 SLO 4. Proofreading,Write grammatical sentences that adhere to standard usage.,,ENGL 901 SLO 4. Proofreading,latest,,ENGL_901,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_902_SLO_1,outcome,ENGL 902 SLO 1. Reading,Read actively.,,ENGL 902 SLO 1. Reading,latest,,ENGL_902,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_902_SLO_2,outcome,ENGL 902 SLO 2. Writing,Write with sentence variety.,,ENGL 902 SLO 2. Writing,latest,,ENGL_902,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_902_SLO_3,outcome,ENGL 902 SLO 3. Paragraphs,"Develop coherent, well supported paragraphs.",,ENGL 902 SLO 3. Paragraphs,latest,,ENGL_902,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGL_902_SLO_4,outcome,ENGL 902 SLO 4. Revision,"Employ successful learning, active reading, and revision strategies.",,ENGL 902 SLO 4. Revision,latest,,ENGL_902,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_001A_SLO_1,outcome,ENGR 001A SLO 1. Topographic map generation,"Synthesize surveying data to generate topographic maps.
",,ENGR 001A SLO 1. Topographic map generation,latest,,ENGR_001A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_001A_SLO_2,outcome,ENGR 001A SLO 2. Surveying instrument accuracy,Evaluate the error/accuracy/tolerance of a measurement from surveying instruments.,,ENGR 001A SLO 2. Surveying instrument accuracy,latest,,ENGR_001A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_001A_SLO_3,outcome,ENGR 001A SLO 3. Producing surveying data,"Produce surveying data which meets municipal codes and conducts.
",,ENGR 001A SLO 3. Producing surveying data,latest,,ENGR_001A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_002_SLO_1,outcome,ENGR 002 SLO 1. Solving prototyping problems,"Solve basic technical design prototyping problems through effective design methodology. 
",,ENGR 002 SLO 1. Solving prototyping problems,latest,,ENGR_002,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_002_SLO_2,outcome,ENGR 002 SLO 2. Graphics and fabrications,"Develop basic digital graphics and fabrications to accurately represent design prototypes. 
",,ENGR 002 SLO 2. Graphics and fabrications,latest,,ENGR_002,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_002_SLO_3,outcome,ENGR 002 SLO 3. Communicate design solutions,"Communicate successful design solutions through verbal, written and visual presentation techniques and materials.
",,ENGR 002 SLO 3. Communicate design solutions,latest,,ENGR_002,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_010_SLO_1,outcome,ENGR 010 SLO 1. Problem Solving,"Solve basic technical design problems through effective use of engineering design process and evaluating empirical data
",,ENGR 010 SLO 1. Problem Solving,latest,,ENGR_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_010_SLO_2,outcome,ENGR 010 SLO 2. Technical graphics,"Develop basic digital technical graphics to accurately represent design process using 2D and 3D Computer-Aided Design softwares
",,ENGR 010 SLO 2. Technical graphics,latest,,ENGR_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_010_SLO_3,outcome,ENGR 010 SLO 3. Effective communication,"Communicate successful solutions through verbal, written and visual presentation techniques and materials
",,ENGR 010 SLO 3. Effective communication,latest,,ENGR_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_010_SLO_4,outcome,ENGR 010 SLO 4. Collaboration,"Create productive engineering teams through collaboration
",,ENGR 010 SLO 4. Collaboration,latest,,ENGR_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_010_SLO_5,outcome,ENGR 010 SLO 5. Role of engineers,"Understand the role of engineers in society.
",,ENGR 010 SLO 5. Role of engineers,latest,,ENGR_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_011_SLO_1,outcome,ENGR 011 SLO 1. Vector analysis,"Solve for resultant force and moment vectors using 2-D and 3-D position and unit vector analysis
",,ENGR 011 SLO 1. Vector analysis,latest,,ENGR_011,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_011_SLO_2,outcome,ENGR 011 SLO 2. Force on rigid bodies,"Analyze the external and internal force systems acting on rigid bodies in equilibrium.
",,ENGR 011 SLO 2. Force on rigid bodies,latest,,ENGR_011,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_011_SLO_3,outcome,ENGR 011 SLO 3. Communication,"Communicate legible technical information and problem solutions in written and oral format to be understood by engineers in and out of their specific discipline.
",,ENGR 011 SLO 3. Communication,latest,,ENGR_011,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_012_SLO_1,outcome,ENGR 012 SLO 1. F=ma,"Apply Newton's second law to analyze the motion of both a particle and a rigid body in 2D motion acted upon by forces
",,ENGR 012 SLO 1. F=ma,latest,,ENGR_012,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_012_SLO_2,outcome,ENGR 012 SLO 2. Analysis of dynamic systems,"Apply the laws of conservation of energy and momentum to develop analytical solutions for dynamic systems.
",,ENGR 012 SLO 2. Analysis of dynamic systems,latest,,ENGR_012,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_012_SLO_3,outcome,ENGR 012 SLO 3. Communication,"Communicate legible technical information and problem solutions in written and oral format to be understood by engineers in and out of their specific discipline
",,ENGR 012 SLO 3. Communication,latest,,ENGR_012,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_013_SLO_1,outcome,ENGR 013 SLO 1. Stress-strain analyses,"Perform stress-strain analyses on various type of objects subjected to forces and pressure using theories of strength of materials.
",,ENGR 013 SLO 1. Stress-strain analyses,latest,,ENGR_013,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_013_SLO_2,outcome,ENGR 013 SLO 2. Failure mechanisms,"Analyze failure mechanisms in engineering materials and their behaviors in determinate and indeterminate structures.
",,ENGR 013 SLO 2. Failure mechanisms,latest,,ENGR_013,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_013_SLO_3,outcome,ENGR 013 SLO 3. Communication,"Communicate legible technical information and problem solutions in written and oral format to be understood by engineers in and out of their specific discipline.
",,ENGR 013 SLO 3. Communication,latest,,ENGR_013,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_014_SLO_1,outcome,ENGR 014 SLO 1. Structure and properties,"Explain the relationship between the internal structure of materials and their macroscopic properties.
",,ENGR 014 SLO 1. Structure and properties,latest,,ENGR_014,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_014_SLO_2,outcome,ENGR 014 SLO 2. Modification of materials,"Explain methods of altering the structure of materials by mechanical, chemical, or thermal means in order to change material properties
",,ENGR 014 SLO 2. Modification of materials,latest,,ENGR_014,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_014_SLO_3,outcome,ENGR 014 SLO 3.Classification of materials,"Illustrate the various systems for classifying materials and compare differences in properties among material classes that derive from differences in structure.
",,ENGR 014 SLO 3.Classification of materials,latest,,ENGR_014,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_014_SLO_4,outcome,ENGR 014 SLO 4. Analysis of materials,"Gather data from reference sources regarding the properties, processing, and performance characteristics of materials, and use it as a basis to recommend appropriate material(s) to meet engineering design criteria.
",,ENGR 014 SLO 4. Analysis of materials,latest,,ENGR_014,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_015B_SLO_2,outcome,ENGR 015B SLO 2. Strength versus pressure,Demonstrate the use of theories of strength of materials for analysis of stresses and strains in thick and thin walled pressure vessels subjected to internal pressure.,,ENGR 015B SLO 2. Strength versus pressure,latest,,ENGR_015B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_015B_SLO_4,outcome,ENGR 015B SLO 4. Failure mechanisms,"Discuss failure mechanisms in engineering materials and their interpretation from a stress-strain diagram.
",,ENGR 015B SLO 4. Failure mechanisms,latest,,ENGR_015B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_015B_SLO_5,outcome,ENGR 015B SLO 5. Elastic and inelastic behavior,"Describe and analyze elastic and inelastic behavior in a system of axially loaded members.
",,ENGR 015B SLO 5. Elastic and inelastic behavior,latest,,ENGR_015B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_015B_SLO_6,outcome,ENGR 015B SLO 6. Identifying and eliminating stress,"Explain stress concentrations in structural components and methods of identifying and eliminating them.
",,ENGR 015B SLO 6. Identifying and eliminating stress,latest,,ENGR_015B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_015B_SLO_7,outcome,ENGR 015B SLO 7. Elastic behavior of columns,"Analyze the elastic behavior of columns and identify the conditions under which various modes of bending may occur.
",,ENGR 015B SLO 7. Elastic behavior of columns,latest,,ENGR_015B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_016_SLO_1,outcome,ENGR 016 SLO 1. Analysis of DC circuits,"Analyze DC circuits to find current, voltage, resistance, power, and/or energy.
",,ENGR 016 SLO 1. Analysis of DC circuits,latest,,ENGR_016,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_016_SLO_2,outcome,ENGR 016 SLO 2. Problem solving with circuits,"Apply different circuit analysis techniques and demonstrate a process for selecting an appropriate technique for a given problem.
",,ENGR 016 SLO 2. Problem solving with circuits,latest,,ENGR_016,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_016_SLO_3,outcome,ENGR 016 SLO 3. Responses of circuits to DC sources,"Explain the natural and forced response for RC, RL, and RLC circuits involving DC sources.
",,ENGR 016 SLO 3. Responses of circuits to DC sources,latest,,ENGR_016,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_016_SLO_4,outcome,ENGR 016 SLO 4. Analysis of AC circuits,"Analyze AC circuits by using Phasors.
",,ENGR 016 SLO 4. Analysis of AC circuits,latest,,ENGR_016,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_016L_SLO_1,outcome,ENGR 016L SLO 1. Circuit construction,"Demonstrate the construction of DC (Direct Current) and AC (Alternating Current) electrical circuits.
",,ENGR 016L SLO 1. Circuit construction,latest,,ENGR_016L,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_016L_SLO_2,outcome,ENGR 016L SLO 2. Analysis of DC and AC circuits,"Measure and analyze the electrical behavior of DC and AC circuits.
",,ENGR 016L SLO 2. Analysis of DC and AC circuits,latest,,ENGR_016L,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_018_SLO_1,outcome,ENGR 018 SLO 1. Standard data structures,"Demonstrate understanding and use of standard data structures.
",,ENGR 018 SLO 1. Standard data structures,latest,,ENGR_018,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_018_SLO_2,outcome,ENGR 018 SLO 2. Problem solving,"Apply numeric techniques and computer simulations to solve engineering-related computational problems.
",,ENGR 018 SLO 2. Problem solving,latest,,ENGR_018,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_018_SLO_3,outcome,ENGR 018 SLO 3. Programming,"Create, test, and debug computer programs using procedural and object-oriented approaches.
",,ENGR 018 SLO 3. Programming,latest,,ENGR_018,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENGR_018_SLO_4,outcome,ENGR 018 SLO 4. Computational problem solving,"Identify, formulate, and solve computational problems using a methodical approach.
",,ENGR 018 SLO 4. Computational problem solving,latest,,ENGR_018,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_001_SLO_1,outcome,ENVS 001 SLO 1. Articulate appreciation for systems approach," Articulate an appreciation for the earth systems approach and the interdisciplinary nature of the study of Environmental Science
",,ENVS 001 SLO 1. Articulate appreciation for systems approach,latest,,ENVS_001,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_001_SLO_2,outcome,ENVS 001 SLO 2. Analyze information," Synthesize and analyze oral and written information pertaining to environmental studies
",,ENVS 001 SLO 2. Analyze information,latest,,ENVS_001,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_001_SLO_3,outcome,ENVS 001 SLO 3. Evaluate information from media," Critically evaluate environmental information presented in the media
",,ENVS 001 SLO 3. Evaluate information from media,latest,,ENVS_001,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_001_SLO_4,outcome,ENVS 001 SLO 4. Understand evidence for human impacts," Demonstrate an understanding of the science behind the impact of human activities on the environment
",,ENVS 001 SLO 4. Understand evidence for human impacts,latest,,ENVS_001,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_001_SLO_5,outcome,ENVS 001 SLO 5. Relate choices to envrionment," Relate life choices to environmental issues
",,ENVS 001 SLO 5. Relate choices to envrionment,latest,,ENVS_001,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_002_SLO_1,outcome,ENVS 002 SLO 1. Critically evaluate issues," Use the scientific method for evaluation of environmental issues
",,ENVS 002 SLO 1. Critically evaluate issues,latest,,ENVS_002,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_002_SLO_2,outcome,ENVS 002 SLO 2. Explain human impacts," Explain the impact of human activities on the biosphere
",,ENVS 002 SLO 2. Explain human impacts,latest,,ENVS_002,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_002_SLO_3,outcome,ENVS 002 SLO 3. Evaluate ethical/social issues," Evaluate the ethical or social issues surrounding topics in environmental science
",,ENVS 002 SLO 3. Evaluate ethical/social issues,latest,,ENVS_002,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_003_SLO_1,outcome,ENVS 003 SLO 1. ApplyCHEMistry principles to environment," Understand, demonstrate and apply chemical theories, principles, and models as they relate to environmental issues encountered in everyday life
",,ENVS 003 SLO 1. ApplyCHEMistry principles to environment,latest,,ENVS_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_003_SLO_2,outcome,ENVS 003 SLO 2. Evaluate connections toCHEMical processes," Evaluate and apply the practical and personal connections to chemical processes that are pertinent to everyday life
",,ENVS 003 SLO 2. Evaluate connections toCHEMical processes,latest,,ENVS_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_003_SLO_3,outcome,ENVS 003 SLO 3. Perform lab techniques," Demonstrate and apply competency at basic chemistry laboratory techniques through performing environmentally-oriented investigations
",,ENVS 003 SLO 3. Perform lab techniques,latest,,ENVS_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_003_SLO_4,outcome,ENVS 003 SLO 4. EvalauteCHEMical environmental issues," Evaluate, synthesize and articulate an informed and responsible opinion on chemical environmental issues based on research and personal experience
",,ENVS 003 SLO 4. EvalauteCHEMical environmental issues,latest,,ENVS_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_010_SLO_1,outcome,ENVS 010 SLO 1. Describe plant processes," Describe basic life processes, including cellular reproduction, control of plant growth and development, photosynthesis and respiration
",,ENVS 010 SLO 1. Describe plant processes,latest,,ENVS_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
ENVS_010_SLO_2,outcome,ENVS 010 SLO 2. Analyze effects of environment on organisms," Analyze biotic and abiotic environmental factors that affect organismal growth and reproductive success
",,ENVS 010 SLO 2. Analyze effects of environment on organisms,latest,,ENVS_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
